dataset,epsilon,feature,feature_index,repetition,resolution,mse,seed
Adult Income,2.0,sex,8,1,20,2.4049251124518454e-05,55261
Adult Income,2.0,capital-gain,9,1,20,0.004253258107126125,23146
Adult Income,2.0,capital-loss,10,1,20,0.010538279799479178,59392
Adult Income,2.0,hours-per-week,11,1,20,0.002334672241099234,2570
Adult Income,2.0,native-country,12,1,20,0.029150297544303913,84829
Adult Income,2.0,age,0,2,20,0.0061777002302732305,94456
Adult Income,2.0,workclass,1,2,20,0.00019062104626412497,14547
Adult Income,2.0,education,2,2,20,0.009301634550832593,81915
Adult Income,2.0,education-num,3,2,20,0.0035628635946451477,40651
Adult Income,2.0,marital-status,4,2,20,0.0009672621933544758,4168
Adult Income,2.0,occupation,5,2,20,0.001671385630253364,90995
Adult Income,2.0,relationship,6,2,20,3.3481178122153176e-05,94091
Adult Income,2.0,race,7,2,20,7.965275981893618e-05,4306
Adult Income,2.0,sex,8,2,20,3.217214808229289e-05,59336
Adult Income,2.0,capital-gain,9,2,20,0.013547727434004503,82270
Adult Income,2.0,capital-loss,10,2,20,0.005335430238622103,78985
Adult Income,2.0,hours-per-week,11,2,20,0.00359291072473284,41538
Adult Income,2.0,native-country,12,2,20,0.022743572565751807,85991
Adult Income,2.0,age,0,3,20,0.002974398015262688,82980
Adult Income,2.0,workclass,1,3,20,0.00014674673472451667,11336
Adult Income,2.0,education,2,3,20,0.002194607139301007,995
Adult Income,2.0,education-num,3,3,20,0.01041825349288137,10222
Adult Income,2.0,marital-status,4,3,20,0.0017408881546294723,36504
Adult Income,2.0,occupation,5,3,20,0.004127882099148063,10968
Adult Income,2.0,relationship,6,3,20,0.0003832681119167456,7863
Adult Income,2.0,race,7,3,20,4.7707366565902086e-05,25875
Adult Income,2.0,sex,8,3,20,3.7907134974347084e-06,65261
Adult Income,2.0,capital-gain,9,3,20,0.004705449849474862,52417
Adult Income,2.0,capital-loss,10,3,20,0.005776437877977475,27384
Adult Income,2.0,hours-per-week,11,3,20,0.0016920575601417642,95046
Adult Income,2.0,native-country,12,3,20,0.019350626225975588,70265
Adult Income,2.0,age,0,4,20,0.006167210536988293,63441
Adult Income,2.0,workclass,1,4,20,0.00015765542662533332,94380
Adult Income,2.0,education,2,4,20,0.006637043092843215,78554
Adult Income,2.0,education-num,3,4,20,0.003143497779506357,12681
Adult Income,2.0,marital-status,4,4,20,0.0009477195407231925,3695
Adult Income,2.0,occupation,5,4,20,0.002866199641809809,86477
Adult Income,2.0,relationship,6,4,20,0.0005936601587337611,40784
Adult Income,2.0,race,7,4,20,0.0005685339407046222,5946
Adult Income,2.0,sex,8,4,20,2.5327494923781377e-05,47656
Adult Income,2.0,capital-gain,9,4,20,0.013042913382415873,38077
Adult Income,2.0,capital-loss,10,4,20,0.005180151589280335,43109
Adult Income,2.0,hours-per-week,11,4,20,0.003145117343453908,42977
Adult Income,2.0,native-country,12,4,20,0.04516797660129556,31414
Adult Income,2.0,age,0,5,20,0.0046135772658987976,48884
Adult Income,2.0,workclass,1,5,20,0.0008317335556477335,49153
Adult Income,2.0,education,2,5,20,0.0065392304817932165,97646
Adult Income,2.0,education-num,3,5,20,0.002609089355938763,69273
Adult Income,2.0,marital-status,4,5,20,0.0015133643125477066,77569
Adult Income,2.0,occupation,5,5,20,0.0013155142183641551,803
Adult Income,2.0,relationship,6,5,20,0.0011390851031887128,30885
Adult Income,2.0,race,7,5,20,0.00018013369985356067,98370
Adult Income,2.0,sex,8,5,20,0.00013663575772425064,26983
Adult Income,2.0,capital-gain,9,5,20,0.0038431434481526984,50996
Adult Income,2.0,capital-loss,10,5,20,0.006799689075806432,86312
Adult Income,2.0,hours-per-week,11,5,20,0.0013081726901483823,63860
Adult Income,2.0,native-country,12,5,20,0.01452071025366791,88130
Adult Income,2.0,age,0,6,20,0.002394703916010672,16439
Adult Income,2.0,workclass,1,6,20,0.0009194090788638142,51070
Adult Income,2.0,education,2,6,20,0.005802676339698299,63560
Adult Income,2.0,education-num,3,6,20,0.004003022508145276,34429
Adult Income,2.0,marital-status,4,6,20,0.0019863201080004868,57418
Adult Income,2.0,occupation,5,6,20,0.005842071534819432,99491
Adult Income,2.0,relationship,6,6,20,0.0004686932436655353,73656
Adult Income,2.0,race,7,6,20,0.0008374658986373655,31594
Adult Income,2.0,sex,8,6,20,6.752802683977486e-05,6394
Adult Income,2.0,capital-gain,9,6,20,0.006249461062000986,18271
Adult Income,2.0,capital-loss,10,6,20,0.009410234957833616,27202
Adult Income,2.0,hours-per-week,11,6,20,0.005266544468311334,88009
Adult Income,2.0,native-country,12,6,20,0.02766886089586154,27097
Adult Income,2.0,age,0,7,20,0.004209306337136874,81233
Adult Income,2.0,workclass,1,7,20,0.0007486807116204862,27383
Adult Income,2.0,education,2,7,20,0.005576830581114743,66788
Adult Income,2.0,education-num,3,7,20,0.0037489053932436055,52688
Adult Income,2.0,marital-status,4,7,20,0.002559617573410213,95841
Adult Income,2.0,occupation,5,7,20,0.0015988491753689184,56639
Adult Income,2.0,relationship,6,7,20,0.00016301173478747293,92571
Adult Income,2.0,race,7,7,20,0.0013906234050752478,96198
Adult Income,2.0,sex,8,7,20,6.021900475882862e-06,74824
Adult Income,2.0,capital-gain,9,7,20,0.009198104293299855,62837
Adult Income,2.0,capital-loss,10,7,20,0.003214093859375985,86070
Adult Income,2.0,hours-per-week,11,7,20,0.007652518763964517,99645
Adult Income,2.0,native-country,12,7,20,0.03433201752893494,24714
Adult Income,2.0,age,0,8,20,0.0022554643222664054,56253
Adult Income,2.0,workclass,1,8,20,0.00044871614571329087,14124
Adult Income,2.0,education,2,8,20,0.00739065524073977,10493
Adult Income,2.0,education-num,3,8,20,0.003017130184526333,67006
Adult Income,2.0,marital-status,4,8,20,0.0015757994520783373,4754
Adult Income,2.0,occupation,5,8,20,0.0018176969698994684,71461
Adult Income,2.0,relationship,6,8,20,6.833321836774776e-05,82087
Adult Income,2.0,race,7,8,20,0.0003810513921852616,16705
Adult Income,2.0,sex,8,8,20,3.69608820956717e-05,68038
Adult Income,2.0,capital-gain,9,8,20,0.003659470097460027,39555
Adult Income,2.0,capital-loss,10,8,20,0.010170025227869604,89337
Adult Income,2.0,hours-per-week,11,8,20,0.002452771855231866,91025
Adult Income,2.0,native-country,12,8,20,0.02361905301961265,57750
Adult Income,2.0,age,0,9,20,0.002835465426467799,56140
Adult Income,2.0,workclass,1,9,20,0.0008488103468691051,71057
Adult Income,2.0,education,2,9,20,0.008380245242951107,57833
Adult Income,2.0,education-num,3,9,20,0.0015934519118287267,74586
Adult Income,2.0,marital-status,4,9,20,0.001785280430836354,19412
Adult Income,2.0,occupation,5,9,20,0.0028166440508404296,78215
Adult Income,2.0,relationship,6,9,20,0.0003028082973625046,52602
Adult Income,2.0,race,7,9,20,5.717614384139402e-05,75185
Adult Income,2.0,sex,8,9,20,6.577060016218099e-06,52343
Adult Income,2.0,capital-gain,9,9,20,0.013186390257920646,30656
Adult Income,2.0,capital-loss,10,9,20,0.0046720953295408315,8893
Adult Income,2.0,hours-per-week,11,9,20,0.0023855874346214614,52536
Adult Income,2.0,native-country,12,9,20,0.014352352105426344,98194
Adult Income,5.0,age,0,0,20,0.00023274606691337736,3583
Adult Income,5.0,workclass,1,0,20,2.0926946444888335e-05,57139
Adult Income,5.0,education,2,0,20,0.001195278014199188,44711
Adult Income,5.0,education-num,3,0,20,0.0004083900487266882,640
Adult Income,5.0,marital-status,4,0,20,0.001399441571669541,54356
Adult Income,5.0,occupation,5,0,20,0.001878712953507846,77264
Adult Income,5.0,relationship,6,0,20,0.00012673939992178805,74152
Adult Income,5.0,race,7,0,20,1.9131165546865306e-05,97826
Adult Income,5.0,sex,8,0,20,1.2081006927017622e-06,52907
Adult Income,5.0,capital-gain,9,0,20,0.0027834864206423005,58987
Adult Income,5.0,capital-loss,10,0,20,0.0037043805458313855,96581
Adult Income,5.0,hours-per-week,11,0,20,0.0005989441391853381,31968
Adult Income,5.0,native-country,12,0,20,0.002767499384659245,79850
Adult Income,5.0,age,0,1,20,0.0007819628954769747,18750
Adult Income,5.0,workclass,1,1,20,0.00024718981278960107,36191
Adult Income,5.0,education,2,1,20,0.0012265843683723543,67252
Adult Income,5.0,education-num,3,1,20,0.0008371079336819079,57961
Adult Income,5.0,marital-status,4,1,20,0.0012412956628275978,19510
Adult Income,5.0,occupation,5,1,20,0.00034435695080344204,65936
Adult Income,5.0,relationship,6,1,20,7.756374608214768e-05,57768
Adult Income,5.0,race,7,1,20,2.867488923498034e-05,92046
Adult Income,5.0,sex,8,1,20,1.5256167294618838e-05,60223
Adult Income,5.0,capital-gain,9,1,20,0.002839696279365815,88437
Adult Income,5.0,capital-loss,10,1,20,0.003617981020769603,96242
Adult Income,5.0,hours-per-week,11,1,20,0.0003970226406307883,8757
Adult Income,5.0,native-country,12,1,20,0.0040450324738385115,7226
Adult Income,5.0,age,0,2,20,0.0006711025174711541,50254
Adult Income,5.0,workclass,1,2,20,6.988139887091831e-05,49997
Adult Income,5.0,education,2,2,20,0.0012548005158687777,55501
Adult Income,5.0,education-num,3,2,20,0.00044625183239578093,74409
Adult Income,5.0,marital-status,4,2,20,0.000889553681689544,31533
Adult Income,5.0,occupation,5,2,20,0.00019000985037989678,17722
Adult Income,5.0,relationship,6,2,20,0.00024276835033079668,68011
Adult Income,5.0,race,7,2,20,1.0297404462172687e-05,38806
Adult Income,5.0,sex,8,2,20,2.1718985889751436e-06,92972
Adult Income,5.0,capital-gain,9,2,20,0.0020766446037169513,6289
Adult Income,5.0,capital-loss,10,2,20,0.0030460700353441682,70919
