dataset,epsilon,feature,feature_index,repetition,resolution,mse,seed
Adult Income,1.0,native-country,12,9,20,0.3604081999738073,28833
Adult Income,2.0,age,0,0,20,0.024430591214485497,80197
Adult Income,2.0,workclass,1,0,20,0.0003181148268967218,58612
Adult Income,2.0,education,2,0,20,0.029401774095719632,85840
Adult Income,2.0,education-num,3,0,20,0.019720849289784185,55409
Adult Income,2.0,marital-status,4,0,20,0.004003473934793147,76416
Adult Income,2.0,occupation,5,0,20,0.010792199195260642,80971
Adult Income,2.0,relationship,6,0,20,0.0023694755020969957,6103
Adult Income,2.0,race,7,0,20,0.0009431915652825335,56047
Adult Income,2.0,sex,8,0,20,3.563401473403887e-05,45465
Adult Income,2.0,capital-gain,9,0,20,0.05681721027906183,28842
Adult Income,2.0,capital-loss,10,0,20,0.017344518535729114,45244
Adult Income,2.0,hours-per-week,11,0,20,0.025470181208540377,41289
Adult Income,2.0,native-country,12,0,20,0.2889942848116024,49182
Adult Income,2.0,age,0,1,20,0.012029314097394942,81812
Adult Income,2.0,workclass,1,1,20,0.004283869844041723,82549
Adult Income,2.0,education,2,1,20,0.02066028075076578,62650
Adult Income,2.0,education-num,3,1,20,0.008006748681375095,71028
Adult Income,2.0,marital-status,4,1,20,0.002145349709541012,95907
Adult Income,2.0,occupation,5,1,20,0.007110682012084529,63690
Adult Income,2.0,relationship,6,1,20,0.0014657070937567672,36940
Adult Income,2.0,race,7,1,20,0.0009032085684473141,8208
Adult Income,2.0,sex,8,1,20,9.52957595765108e-05,55261
Adult Income,2.0,capital-gain,9,1,20,0.05821638614152063,23146
Adult Income,2.0,capital-loss,10,1,20,0.03056580636998657,59392
Adult Income,2.0,hours-per-week,11,1,20,0.008784866890808662,2570
Adult Income,2.0,native-country,12,1,20,0.1172857311562963,84829
Adult Income,2.0,age,0,2,20,0.0234706193546775,94456
Adult Income,2.0,workclass,1,2,20,0.0006312840115027763,14547
Adult Income,2.0,education,2,2,20,0.03716481018626947,81915
Adult Income,2.0,education-num,3,2,20,0.014234771694120253,40651
Adult Income,2.0,marital-status,4,2,20,0.0037292386005822213,4168
Adult Income,2.0,occupation,5,2,20,0.006835119117348047,90995
Adult Income,2.0,relationship,6,2,20,0.00014234754888982278,94091
Adult Income,2.0,race,7,2,20,0.00025857951715926007,4306
Adult Income,2.0,sex,8,2,20,0.00012818446897006611,59336
Adult Income,2.0,capital-gain,9,2,20,0.08143174288342486,82270
Adult Income,2.0,capital-loss,10,2,20,0.016360616536609498,78985
Adult Income,2.0,hours-per-week,11,2,20,0.014364823841067602,41538
Adult Income,2.0,native-country,12,2,20,0.09086375726761171,85991
Adult Income,2.0,age,0,3,20,0.011435409785097642,82980
Adult Income,2.0,workclass,1,3,20,0.0006918587481086073,11336
Adult Income,2.0,education,2,3,20,0.008797413293085386,995
Adult Income,2.0,education-num,3,3,20,0.04234560707800034,10222
Adult Income,2.0,marital-status,4,3,20,0.0021946830400519394,36504
Adult Income,2.0,occupation,5,3,20,0.01648685937511996,10968
Adult Income,2.0,relationship,6,3,20,0.0015337886711170084,7863
Adult Income,2.0,race,7,3,20,0.00013509139492788683,25875
